battery_id,tester_cycle,health_percent,source,predicted_eol_tester
BAT_012,150,93.33,observed,1200.0
BAT_012,200,93.1,observed,1200.0
BAT_012,250,92.46,predicted,1200.0
BAT_012,300,91.8,predicted,1200.0
BAT_012,350,91.14,predicted,1200.0
BAT_012,400,90.49,predicted,1200.0
BAT_012,450,89.83,predicted,1200.0
BAT_012,500,89.18,predicted,1200.0
BAT_012,550,88.52,predicted,1200.0
BAT_012,600,87.87,predicted,1200.0
BAT_012,650,87.21,predicted,1200.0
BAT_012,700,86.56,predicted,1200.0
BAT_012,750,85.9,predicted,1200.0
BAT_012,800,85.24,predicted,1200.0
BAT_012,850,84.59,predicted,1200.0
BAT_012,900,83.93,predicted,1200.0
BAT_012,950,83.28,predicted,1200.0
BAT_012,1000,82.62,predicted,1200.0
BAT_012,1050,81.97,predicted,1200.0
BAT_012,1100,81.31,predicted,1200.0
BAT_012,1150,80.66,predicted,1200.0
BAT_012,1200,80.0,predicted,1200.0
BAT_013,50,94.69,observed,1200.0
BAT_013,100,93.9,observed,1200.0
BAT_013,150,93.21,observed,1200.0
BAT_013,200,92.58,observed,1200.0
BAT_013,250,91.96,predicted,1200.0
BAT_013,300,91.33,predicted,1200.0
BAT_013,350,90.7,predicted,1200.0
BAT_013,400,90.07,predicted,1200.0
BAT_013,450,89.44,predicted,1200.0
BAT_013,500,88.81,predicted,1200.0
BAT_013,550,88.18,predicted,1200.0
BAT_013,600,87.55,predicted,1200.0
BAT_013,650,86.92,predicted,1200.0
BAT_013,700,86.29,predicted,1200.0
BAT_013,750,85.67,predicted,1200.0
BAT_013,800,85.04,predicted,1200.0
BAT_013,850,84.41,predicted,1200.0
BAT_013,900,83.78,predicted,1200.0
BAT_013,950,83.15,predicted,1200.0
BAT_013,1000,82.52,predicted,1200.0
BAT_013,1050,81.89,predicted,1200.0
BAT_013,1100,81.26,predicted,1200.0
BAT_013,1150,80.63,predicted,1200.0
BAT_013,1200,80.0,predicted,1200.0
BAT_014,50,95.08,observed,1200.0
BAT_014,100,94.31,observed,1200.0
BAT_014,150,93.74,observed,1200.0
BAT_014,200,93.52,observed,1200.0
BAT_014,250,92.85,predicted,1200.0
BAT_014,300,92.18,predicted,1200.0
BAT_014,350,91.5,predicted,1200.0
BAT_014,400,90.82,predicted,1200.0
BAT_014,450,90.15,predicted,1200.0
BAT_014,500,89.47,predicted,1200.0
BAT_014,550,88.79,predicted,1200.0
BAT_014,600,88.12,predicted,1200.0
BAT_014,650,87.44,predicted,1200.0
BAT_014,700,86.76,predicted,1200.0
BAT_014,750,86.09,predicted,1200.0
BAT_014,800,85.41,predicted,1200.0
BAT_014,850,84.74,predicted,1200.0
BAT_014,900,84.06,predicted,1200.0
BAT_014,950,83.38,predicted,1200.0
BAT_014,1000,82.71,predicted,1200.0
BAT_014,1050,82.03,predicted,1200.0
BAT_014,1100,81.35,predicted,1200.0
BAT_014,1150,80.68,predicted,1200.0
BAT_014,1200,80.0,predicted,1200.0
BAT_015,50,94.41,observed,1200.0
BAT_015,100,93.77,observed,1200.0
BAT_015,150,93.06,observed,1200.0
BAT_015,200,92.43,observed,1200.0
BAT_015,250,91.82,predicted,1200.0
BAT_015,300,91.2,predicted,1200.0
BAT_015,350,90.57,predicted,1200.0
BAT_015,400,89.95,predicted,1200.0
BAT_015,450,89.33,predicted,1200.0
BAT_015,500,88.71,predicted,1200.0
BAT_015,550,88.09,predicted,1200.0
BAT_015,600,87.46,predicted,1200.0
BAT_015,650,86.84,predicted,1200.0
BAT_015,700,86.22,predicted,1200.0
BAT_015,750,85.6,predicted,1200.0
BAT_015,800,84.98,predicted,1200.0
BAT_015,850,84.35,predicted,1200.0
BAT_015,900,83.73,predicted,1200.0
BAT_015,950,83.11,predicted,1200.0
BAT_015,1000,82.49,predicted,1200.0
BAT_015,1050,81.87,predicted,1200.0
BAT_015,1100,81.24,predicted,1200.0
BAT_015,1150,80.62,predicted,1200.0
BAT_015,1200,80.0,predicted,1200.0
BAT_016,50,94.62,observed,1200.0
BAT_016,100,94.08,observed,1200.0
BAT_016,150,93.5,observed,1200.0
BAT_016,200,92.8,observed,1200.0
BAT_016,250,92.17,predicted,1200.0
BAT_016,300,91.53,predicted,1200.0
BAT_016,350,90.89,predicted,1200.0
BAT_016,400,90.25,predicted,1200.0
BAT_016,450,89.61,predicted,1200.0
BAT_016,500,88.97,predicted,1200.0
BAT_016,550,88.33,predicted,1200.0
BAT_016,600,87.69,predicted,1200.0
BAT_016,650,87.05,predicted,1200.0
BAT_016,700,86.41,predicted,1200.0
BAT_016,750,85.76,predicted,1200.0
BAT_016,800,85.12,predicted,1200.0
BAT_016,850,84.48,predicted,1200.0
BAT_016,900,83.84,predicted,1200.0
BAT_016,950,83.2,predicted,1200.0
BAT_016,1000,82.56,predicted,1200.0
BAT_016,1050,81.92,predicted,1200.0
BAT_016,1100,81.28,predicted,1200.0
BAT_016,1150,80.64,predicted,1200.0
BAT_016,1200,80.0,predicted,1200.0
BAT_017,50,93.96,observed,1098.8
BAT_017,100,93.12,observed,1098.8
BAT_017,150,92.71,observed,1098.8
BAT_017,200,92.12,observed,1098.8
BAT_017,250,91.45,predicted,1098.8
BAT_017,300,90.78,predicted,1098.8
BAT_017,350,90.11,predicted,1098.8
BAT_017,400,89.43,predicted,1098.8
BAT_017,450,88.76,predicted,1098.8
BAT_017,500,88.08,predicted,1098.8
BAT_017,550,87.41,predicted,1098.8
BAT_017,600,86.73,predicted,1098.8
BAT_017,650,86.06,predicted,1098.8
BAT_017,700,85.38,predicted,1098.8
BAT_017,750,84.71,predicted,1098.8
BAT_017,800,84.03,predicted,1098.8
BAT_017,850,83.36,predicted,1098.8
BAT_017,900,82.68,predicted,1098.8
BAT_017,950,82.01,predicted,1098.8
BAT_017,1000,81.33,predicted,1098.8
BAT_017,1050,80.66,predicted,1098.8
BAT_017,1100,80.0,predicted,1098.8
BAT_017,1150,80.0,predicted,1098.8
BAT_017,1200,80.0,predicted,1098.8
BAT_018,50,95.49,observed,1200.0
BAT_018,100,94.95,observed,1200.0
BAT_018,150,94.57,observed,1200.0
BAT_018,200,94.18,observed,1200.0
BAT_018,250,93.49,predicted,1200.0
BAT_018,300,92.78,predicted,1200.0
BAT_018,350,92.07,predicted,1200.0
BAT_018,400,91.36,predicted,1200.0
BAT_018,450,90.65,predicted,1200.0
BAT_018,500,89.94,predicted,1200.0
BAT_018,550,89.23,predicted,1200.0
BAT_018,600,88.52,predicted,1200.0
BAT_018,650,87.81,predicted,1200.0
BAT_018,700,87.1,predicted,1200.0
BAT_018,750,86.39,predicted,1200.0
BAT_018,800,85.68,predicted,1200.0
BAT_018,850,84.97,predicted,1200.0
BAT_018,900,84.26,predicted,1200.0
BAT_018,950,83.55,predicted,1200.0
BAT_018,1000,82.84,predicted,1200.0
BAT_018,1050,82.13,predicted,1200.0
BAT_018,1100,81.42,predicted,1200.0
BAT_018,1150,80.71,predicted,1200.0
BAT_018,1200,80.0,predicted,1200.0
BAT_019,50,94.81,observed,1200.0
BAT_019,100,94.49,observed,1200.0
BAT_019,150,94.07,observed,1200.0
BAT_019,200,93.45,observed,1200.0
BAT_019,250,92.79,predicted,1200.0
BAT_019,300,92.12,predicted,1200.0
BAT_019,350,91.44,predicted,1200.0
BAT_019,400,90.77,predicted,1200.0
BAT_019,450,90.1,predicted,1200.0
BAT_019,500,89.42,predicted,1200.0
BAT_019,550,88.75,predicted,1200.0
BAT_019,600,88.08,predicted,1200.0
BAT_019,650,87.4,predicted,1200.0
BAT_019,700,86.73,predicted,1200.0
BAT_019,750,86.06,predicted,1200.0
BAT_019,800,85.38,predicted,1200.0
BAT_019,850,84.71,predicted,1200.0
BAT_019,900,84.04,predicted,1200.0
BAT_019,950,83.37,predicted,1200.0
BAT_019,1000,82.69,predicted,1200.0
BAT_019,1050,82.02,predicted,1200.0
BAT_019,1100,81.35,predicted,1200.0
BAT_019,1150,80.67,predicted,1200.0
BAT_019,1200,80.0,predicted,1200.0
BAT_020,50,94.36,observed,1200.0
BAT_020,100,94.09,observed,1200.0
BAT_020,150,93.49,observed,1200.0
BAT_020,200,92.84,observed,1200.0
BAT_020,250,92.21,predicted,1200.0
BAT_020,300,91.57,predicted,1200.0
BAT_020,350,90.92,predicted,1200.0
BAT_020,400,90.28,predicted,1200.0
BAT_020,450,89.64,predicted,1200.0
BAT_020,500,89.0,predicted,1200.0
BAT_020,550,88.35,predicted,1200.0
BAT_020,600,87.71,predicted,1200.0
BAT_020,650,87.07,predicted,1200.0
BAT_020,700,86.43,predicted,1200.0
BAT_020,750,85.78,predicted,1200.0
BAT_020,800,85.14,predicted,1200.0
BAT_020,850,84.5,predicted,1200.0
BAT_020,900,83.86,predicted,1200.0
BAT_020,950,83.21,predicted,1200.0
BAT_020,1000,82.57,predicted,1200.0
BAT_020,1050,81.93,predicted,1200.0
BAT_020,1100,81.29,predicted,1200.0
BAT_020,1150,80.64,predicted,1200.0
BAT_020,1200,80.0,predicted,1200.0
BAT_021,50,90.33,observed,814.5
BAT_021,100,89.8,observed,814.5
BAT_021,150,88.61,observed,814.5
BAT_021,200,87.81,observed,814.5
BAT_021,250,87.19,predicted,814.5
BAT_021,300,86.55,predicted,814.5
BAT_021,350,85.91,predicted,814.5
BAT_021,400,85.28,predicted,814.5
BAT_021,450,84.64,predicted,814.5
BAT_021,500,84.0,predicted,814.5
BAT_021,550,83.37,predicted,814.5
BAT_021,600,82.73,predicted,814.5
BAT_021,650,82.09,predicted,814.5
BAT_021,700,81.46,predicted,814.5
BAT_021,750,80.82,predicted,814.5
BAT_021,800,80.18,predicted,814.5
BAT_021,850,80.0,predicted,814.5
BAT_021,900,80.0,predicted,814.5
BAT_021,950,80.0,predicted,814.5
BAT_021,1000,80.0,predicted,814.5
BAT_021,1050,80.0,predicted,814.5
BAT_021,1100,80.0,predicted,814.5
BAT_021,1150,80.0,predicted,814.5
BAT_021,1200,80.0,predicted,814.5
BAT_022,50,90.74,observed,808.2
BAT_022,100,89.8,observed,808.2
BAT_022,150,89.09,observed,808.2
BAT_022,200,88.02,observed,808.2
BAT_022,250,87.38,predicted,808.2
BAT_022,300,86.72,predicted,808.2
BAT_022,350,86.06,predicted,808.2
BAT_022,400,85.39,predicted,808.2
BAT_022,450,84.73,predicted,808.2
BAT_022,500,84.07,predicted,808.2
BAT_022,550,83.41,predicted,808.2
BAT_022,600,82.75,predicted,808.2
BAT_022,650,82.09,predicted,808.2
BAT_022,700,81.43,predicted,808.2
BAT_022,750,80.77,predicted,808.2
BAT_022,800,80.11,predicted,808.2
BAT_022,850,80.0,predicted,808.2
BAT_022,900,80.0,predicted,808.2
BAT_022,950,80.0,predicted,808.2
BAT_022,1000,80.0,predicted,808.2
BAT_022,1050,80.0,predicted,808.2
BAT_022,1100,80.0,predicted,808.2
BAT_022,1150,80.0,predicted,808.2
BAT_022,1200,80.0,predicted,808.2
BAT_023,50,90.64,observed,854.7
BAT_023,100,89.92,observed,854.7
BAT_023,150,89.17,observed,854.7
BAT_023,200,88.23,observed,854.7
BAT_023,250,87.62,predicted,854.7
BAT_023,300,86.99,predicted,854.7
BAT_023,350,86.36,predicted,854.7
BAT_023,400,85.73,predicted,854.7
BAT_023,450,85.1,predicted,854.7
BAT_023,500,84.47,predicted,854.7
BAT_023,550,83.84,predicted,854.7
BAT_023,600,83.21,predicted,854.7
BAT_023,650,82.58,predicted,854.7
BAT_023,700,81.95,predicted,854.7
BAT_023,750,81.32,predicted,854.7
BAT_023,800,80.69,predicted,854.7
BAT_023,850,80.06,predicted,854.7
BAT_023,900,80.0,predicted,854.7
BAT_023,950,80.0,predicted,854.7
BAT_023,1000,80.0,predicted,854.7
BAT_023,1050,80.0,predicted,854.7
BAT_023,1100,80.0,predicted,854.7
BAT_023,1150,80.0,predicted,854.7
BAT_023,1200,80.0,predicted,854.7
BAT_024,50,91.97,observed,819.8
BAT_024,100,91.51,observed,819.8
BAT_024,150,90.61,observed,819.8
BAT_024,200,90.11,observed,819.8
BAT_024,250,89.3,predicted,819.8
BAT_024,300,88.49,predicted,819.8
BAT_024,350,87.67,predicted,819.8
BAT_024,400,86.86,predicted,819.8
BAT_024,450,86.04,predicted,819.8
BAT_024,500,85.22,predicted,819.8
BAT_024,550,84.41,predicted,819.8
BAT_024,600,83.59,predicted,819.8
BAT_024,650,82.77,predicted,819.8
BAT_024,700,81.96,predicted,819.8
BAT_024,750,81.14,predicted,819.8
BAT_024,800,80.32,predicted,819.8
BAT_024,850,80.0,predicted,819.8
BAT_024,900,80.0,predicted,819.8
BAT_024,950,80.0,predicted,819.8
BAT_024,1000,80.0,predicted,819.8
BAT_024,1050,80.0,predicted,819.8
BAT_024,1100,80.0,predicted,819.8
BAT_024,1150,80.0,predicted,819.8
BAT_024,1200,80.0,predicted,819.8
BAT_025,50,90.11,observed,815.3
BAT_025,100,89.56,observed,815.3
BAT_025,150,88.75,observed,815.3
BAT_025,200,87.33,observed,815.3
BAT_025,250,86.74,predicted,815.3
BAT_025,300,86.15,predicted,815.3
BAT_025,350,85.55,predicted,815.3
BAT_025,400,84.95,predicted,815.3
BAT_025,450,84.36,predicted,815.3
BAT_025,500,83.76,predicted,815.3
BAT_025,550,83.16,predicted,815.3
BAT_025,600,82.57,predicted,815.3
BAT_025,650,81.97,predicted,815.3
BAT_025,700,81.37,predicted,815.3
BAT_025,750,80.78,predicted,815.3
BAT_025,800,80.18,predicted,815.3
BAT_025,850,80.0,predicted,815.3
BAT_025,900,80.0,predicted,815.3
BAT_025,950,80.0,predicted,815.3
BAT_025,1000,80.0,predicted,815.3
BAT_025,1050,80.0,predicted,815.3
BAT_025,1100,80.0,predicted,815.3
BAT_025,1150,80.0,predicted,815.3
BAT_025,1200,80.0,predicted,815.3
BAT_026,50,88.68,observed,819.9
BAT_026,100,87.84,observed,819.9
BAT_026,150,86.56,observed,819.9
BAT_026,200,85.62,observed,819.9
BAT_026,250,85.17,predicted,819.9
BAT_026,300,84.72,predicted,819.9
BAT_026,350,84.26,predicted,819.9
BAT_026,400,83.81,predicted,819.9
BAT_026,450,83.36,predicted,819.9
BAT_026,500,82.9,predicted,819.9
BAT_026,550,82.45,predicted,819.9
BAT_026,600,82.0,predicted,819.9
BAT_026,650,81.54,predicted,819.9
BAT_026,700,81.09,predicted,819.9
BAT_026,750,80.63,predicted,819.9
BAT_026,800,80.18,predicted,819.9
BAT_026,850,80.0,predicted,819.9
BAT_026,900,80.0,predicted,819.9
BAT_026,950,80.0,predicted,819.9
BAT_026,1000,80.0,predicted,819.9
BAT_026,1050,80.0,predicted,819.9
BAT_026,1100,80.0,predicted,819.9
BAT_026,1150,80.0,predicted,819.9
BAT_026,1200,80.0,predicted,819.9
BAT_027,50,90.82,observed,809.4
BAT_027,100,89.66,observed,809.4
BAT_027,150,89.05,observed,809.4
BAT_027,200,88.19,observed,809.4
BAT_027,250,87.53,predicted,809.4
BAT_027,300,86.85,predicted,809.4
BAT_027,350,86.18,predicted,809.4
BAT_027,400,85.51,predicted,809.4
BAT_027,450,84.84,predicted,809.4
BAT_027,500,84.16,predicted,809.4
BAT_027,550,83.49,predicted,809.4
BAT_027,600,82.82,predicted,809.4
BAT_027,650,82.14,predicted,809.4
BAT_027,700,81.47,predicted,809.4
BAT_027,750,80.8,predicted,809.4
BAT_027,800,80.13,predicted,809.4
BAT_027,850,80.0,predicted,809.4
BAT_027,900,80.0,predicted,809.4
BAT_027,950,80.0,predicted,809.4
BAT_027,1000,80.0,predicted,809.4
BAT_027,1050,80.0,predicted,809.4
BAT_027,1100,80.0,predicted,809.4
BAT_027,1150,80.0,predicted,809.4
BAT_027,1200,80.0,predicted,809.4
BAT_028,50,90.48,observed,812.9
BAT_028,100,90.11,observed,812.9
BAT_028,150,89.02,observed,812.9
BAT_028,200,87.99,observed,812.9
BAT_028,250,87.35,predicted,812.9
BAT_028,300,86.7,predicted,812.9
BAT_028,350,86.05,predicted,812.9
BAT_028,400,85.39,predicted,812.9
BAT_028,450,84.74,predicted,812.9
BAT_028,500,84.09,predicted,812.9
BAT_028,550,83.43,predicted,812.9
BAT_028,600,82.78,predicted,812.9
BAT_028,650,82.13,predicted,812.9
BAT_028,700,81.47,predicted,812.9
BAT_028,750,80.82,predicted,812.9
BAT_028,800,80.17,predicted,812.9
BAT_028,850,80.0,predicted,812.9
BAT_028,900,80.0,predicted,812.9
BAT_028,950,80.0,predicted,812.9
BAT_028,1000,80.0,predicted,812.9
BAT_028,1050,80.0,predicted,812.9
BAT_028,1100,80.0,predicted,812.9
BAT_028,1150,80.0,predicted,812.9
