battery_id,tester_cycle,capacity_ah,source,predicted_eol_tester
BAT_007,250,2.9991,predicted,1200.0
BAT_007,300,2.9757,predicted,1200.0
BAT_007,350,2.9524,predicted,1200.0
BAT_007,400,2.929,predicted,1200.0
BAT_007,450,2.9056,predicted,1200.0
BAT_007,500,2.8823,predicted,1200.0
BAT_007,550,2.8589,predicted,1200.0
BAT_007,600,2.8355,predicted,1200.0
BAT_007,650,2.8122,predicted,1200.0
BAT_007,700,2.7888,predicted,1200.0
BAT_007,750,2.7655,predicted,1200.0
BAT_007,800,2.7421,predicted,1200.0
BAT_007,850,2.7187,predicted,1200.0
BAT_007,900,2.6954,predicted,1200.0
BAT_007,950,2.672,predicted,1200.0
BAT_007,1000,2.6486,predicted,1200.0
BAT_007,1050,2.6253,predicted,1200.0
BAT_007,1100,2.6019,predicted,1200.0
BAT_007,1150,2.5786,predicted,1200.0
BAT_007,1200,2.5552,predicted,1200.0
BAT_008,50,3.0108,observed,1200.0
BAT_008,100,2.991,observed,1200.0
BAT_008,150,2.9719,observed,1200.0
BAT_008,200,2.9722,observed,1200.0
BAT_008,250,2.9507,predicted,1200.0
BAT_008,300,2.9287,predicted,1200.0
BAT_008,350,2.9068,predicted,1200.0
BAT_008,400,2.8848,predicted,1200.0
BAT_008,450,2.8629,predicted,1200.0
BAT_008,500,2.8409,predicted,1200.0
BAT_008,550,2.819,predicted,1200.0
BAT_008,600,2.797,predicted,1200.0
BAT_008,650,2.7751,predicted,1200.0
BAT_008,700,2.7531,predicted,1200.0
BAT_008,750,2.7312,predicted,1200.0
BAT_008,800,2.7092,predicted,1200.0
BAT_008,850,2.6873,predicted,1200.0
BAT_008,900,2.6653,predicted,1200.0
BAT_008,950,2.6434,predicted,1200.0
BAT_008,1000,2.6214,predicted,1200.0
BAT_008,1050,2.5995,predicted,1200.0
BAT_008,1100,2.5775,predicted,1200.0
BAT_008,1150,2.5556,predicted,1200.0
BAT_008,1200,2.5336,predicted,1200.0
BAT_009,50,3.0596,observed,1200.0
BAT_009,100,3.0484,observed,1200.0
BAT_009,150,3.0238,observed,1200.0
BAT_009,200,3.0203,observed,1200.0
BAT_009,250,2.9982,predicted,1200.0
BAT_009,300,2.9756,predicted,1200.0
BAT_009,350,2.953,predicted,1200.0
BAT_009,400,2.9304,predicted,1200.0
BAT_009,450,2.9078,predicted,1200.0
BAT_009,500,2.8852,predicted,1200.0
BAT_009,550,2.8626,predicted,1200.0
BAT_009,600,2.84,predicted,1200.0
BAT_009,650,2.8174,predicted,1200.0
BAT_009,700,2.7948,predicted,1200.0
BAT_009,750,2.7722,predicted,1200.0
BAT_009,800,2.7496,predicted,1200.0
BAT_009,850,2.727,predicted,1200.0
BAT_009,900,2.7044,predicted,1200.0
BAT_009,950,2.6818,predicted,1200.0
BAT_009,1000,2.6592,predicted,1200.0
BAT_009,1050,2.6366,predicted,1200.0
BAT_009,1100,2.614,predicted,1200.0
BAT_009,1150,2.5914,predicted,1200.0
BAT_009,1200,2.5688,predicted,1200.0
BAT_010,50,3.0305,observed,1200.0
BAT_010,100,3.0111,observed,1200.0
BAT_010,150,2.9991,observed,1200.0
BAT_010,200,2.989,observed,1200.0
BAT_010,250,2.9674,predicted,1200.0
BAT_010,300,2.9453,predicted,1200.0
BAT_010,350,2.9231,predicted,1200.0
BAT_010,400,2.901,predicted,1200.0
BAT_010,450,2.8789,predicted,1200.0
BAT_010,500,2.8568,predicted,1200.0
BAT_010,550,2.8347,predicted,1200.0
BAT_010,600,2.8126,predicted,1200.0
BAT_010,650,2.7905,predicted,1200.0
BAT_010,700,2.7683,predicted,1200.0
BAT_010,750,2.7462,predicted,1200.0
BAT_010,800,2.7241,predicted,1200.0
BAT_010,850,2.702,predicted,1200.0
BAT_010,900,2.6799,predicted,1200.0
BAT_010,950,2.6578,predicted,1200.0
BAT_010,1000,2.6357,predicted,1200.0
BAT_010,1050,2.6135,predicted,1200.0
BAT_010,1100,2.5914,predicted,1200.0
BAT_010,1150,2.5693,predicted,1200.0
BAT_010,1200,2.5472,predicted,1200.0
BAT_011,50,2.992,observed,1200.0
BAT_011,100,2.9692,observed,1200.0
BAT_011,150,2.9547,observed,1200.0
BAT_011,200,2.9381,observed,1200.0
BAT_011,250,2.9178,predicted,1200.0
BAT_011,300,2.8972,predicted,1200.0
BAT_011,350,2.8765,predicted,1200.0
BAT_011,400,2.8559,predicted,1200.0
BAT_011,450,2.8353,predicted,1200.0
BAT_011,500,2.8146,predicted,1200.0
BAT_011,550,2.794,predicted,1200.0
BAT_011,600,2.7733,predicted,1200.0
BAT_011,650,2.7527,predicted,1200.0
BAT_011,700,2.732,predicted,1200.0
BAT_011,750,2.7114,predicted,1200.0
BAT_011,800,2.6907,predicted,1200.0
BAT_011,850,2.6701,predicted,1200.0
BAT_011,900,2.6495,predicted,1200.0
BAT_011,950,2.6288,predicted,1200.0
BAT_011,1000,2.6082,predicted,1200.0
BAT_011,1050,2.5875,predicted,1200.0
BAT_011,1100,2.5669,predicted,1200.0
BAT_011,1150,2.5462,predicted,1200.0
BAT_011,1200,2.5256,predicted,1200.0
BAT_012,50,3.0578,observed,1200.0
BAT_012,100,3.0348,observed,1200.0
BAT_012,150,3.0203,observed,1200.0
BAT_012,200,3.0127,observed,1200.0
BAT_012,250,2.9919,predicted,1200.0
BAT_012,300,2.9706,predicted,1200.0
BAT_012,350,2.9494,predicted,1200.0
BAT_012,400,2.9282,predicted,1200.0
BAT_012,450,2.907,predicted,1200.0
BAT_012,500,2.8858,predicted,1200.0
BAT_012,550,2.8646,predicted,1200.0
BAT_012,600,2.8434,predicted,1200.0
BAT_012,650,2.8222,predicted,1200.0
BAT_012,700,2.8009,predicted,1200.0
BAT_012,750,2.7797,predicted,1200.0
BAT_012,800,2.7585,predicted,1200.0
BAT_012,850,2.7373,predicted,1200.0
BAT_012,900,2.7161,predicted,1200.0
BAT_012,950,2.6949,predicted,1200.0
BAT_012,1000,2.6737,predicted,1200.0
BAT_012,1050,2.6524,predicted,1200.0
BAT_012,1100,2.6312,predicted,1200.0
BAT_012,1150,2.61,predicted,1200.0
BAT_012,1200,2.5888,predicted,1200.0
BAT_013,50,3.0206,observed,1200.0
BAT_013,100,2.9955,observed,1200.0
BAT_013,150,2.9735,observed,1200.0
BAT_013,200,2.9532,observed,1200.0
BAT_013,250,2.9335,predicted,1200.0
BAT_013,300,2.9134,predicted,1200.0
BAT_013,350,2.8934,predicted,1200.0
BAT_013,400,2.8733,predicted,1200.0
BAT_013,450,2.8532,predicted,1200.0
BAT_013,500,2.8331,predicted,1200.0
BAT_013,550,2.813,predicted,1200.0
BAT_013,600,2.793,predicted,1200.0
BAT_013,650,2.7729,predicted,1200.0
BAT_013,700,2.7528,predicted,1200.0
BAT_013,750,2.7327,predicted,1200.0
BAT_013,800,2.7126,predicted,1200.0
BAT_013,850,2.6926,predicted,1200.0
BAT_013,900,2.6725,predicted,1200.0
BAT_013,950,2.6524,predicted,1200.0
BAT_013,1000,2.6323,predicted,1200.0
BAT_013,1050,2.6122,predicted,1200.0
BAT_013,1100,2.5922,predicted,1200.0
BAT_013,1150,2.5721,predicted,1200.0
BAT_013,1200,2.552,predicted,1200.0
BAT_014,50,3.0759,observed,1200.0
BAT_014,100,3.0508,observed,1200.0
BAT_014,150,3.0325,observed,1200.0
BAT_014,200,3.0252,observed,1200.0
BAT_014,250,3.0038,predicted,1200.0
BAT_014,300,2.9819,predicted,1200.0
BAT_014,350,2.96,predicted,1200.0
BAT_014,400,2.9381,predicted,1200.0
BAT_014,450,2.9163,predicted,1200.0
BAT_014,500,2.8944,predicted,1200.0
BAT_014,550,2.8725,predicted,1200.0
BAT_014,600,2.8506,predicted,1200.0
BAT_014,650,2.8287,predicted,1200.0
BAT_014,700,2.8068,predicted,1200.0
BAT_014,750,2.785,predicted,1200.0
BAT_014,800,2.7631,predicted,1200.0
BAT_014,850,2.7412,predicted,1200.0
BAT_014,900,2.7193,predicted,1200.0
BAT_014,950,2.6974,predicted,1200.0
BAT_014,1000,2.6755,predicted,1200.0
BAT_014,1050,2.6537,predicted,1200.0
BAT_014,1100,2.6318,predicted,1200.0
BAT_014,1150,2.6099,predicted,1200.0
BAT_014,1200,2.588,predicted,1200.0
BAT_015,50,3.043,observed,1200.0
BAT_015,100,3.0222,observed,1200.0
BAT_015,150,2.9995,observed,1200.0
BAT_015,200,2.9789,observed,1200.0
BAT_015,250,2.9593,predicted,1200.0
BAT_015,300,2.9392,predicted,1200.0
BAT_015,350,2.9192,predicted,1200.0
BAT_015,400,2.8991,predicted,1200.0
BAT_015,450,2.8791,predicted,1200.0
BAT_015,500,2.859,predicted,1200.0
BAT_015,550,2.839,predicted,1200.0
BAT_015,600,2.819,predicted,1200.0
BAT_015,650,2.7989,predicted,1200.0
BAT_015,700,2.7789,predicted,1200.0
BAT_015,750,2.7588,predicted,1200.0
BAT_015,800,2.7388,predicted,1200.0
BAT_015,850,2.7187,predicted,1200.0
BAT_015,900,2.6987,predicted,1200.0
BAT_015,950,2.6786,predicted,1200.0
BAT_015,1000,2.6586,predicted,1200.0
BAT_015,1050,2.6385,predicted,1200.0
BAT_015,1100,2.6185,predicted,1200.0
BAT_015,1150,2.5984,predicted,1200.0
BAT_015,1200,2.5784,predicted,1200.0
BAT_016,50,3.0061,observed,1200.0
BAT_016,100,2.989,observed,1200.0
BAT_016,150,2.9704,observed,1200.0
BAT_016,200,2.9482,observed,1200.0
BAT_016,250,2.9282,predicted,1200.0
BAT_016,300,2.9079,predicted,1200.0
BAT_016,350,2.8875,predicted,1200.0
BAT_016,400,2.8672,predicted,1200.0
BAT_016,450,2.8468,predicted,1200.0
BAT_016,500,2.8265,predicted,1200.0
BAT_016,550,2.8061,predicted,1200.0
BAT_016,600,2.7858,predicted,1200.0
BAT_016,650,2.7654,predicted,1200.0
BAT_016,700,2.7451,predicted,1200.0
BAT_016,750,2.7247,predicted,1200.0
BAT_016,800,2.7044,predicted,1200.0
BAT_016,850,2.684,predicted,1200.0
BAT_016,900,2.6637,predicted,1200.0
BAT_016,950,2.6433,predicted,1200.0
BAT_016,1000,2.623,predicted,1200.0
BAT_016,1050,2.6026,predicted,1200.0
BAT_016,1100,2.5823,predicted,1200.0
BAT_016,1150,2.5619,predicted,1200.0
BAT_016,1200,2.5416,predicted,1200.0
BAT_017,50,3.002,observed,1098.8
BAT_017,100,2.9753,observed,1098.8
BAT_017,150,2.9619,observed,1098.8
BAT_017,200,2.9431,observed,1098.8
BAT_017,250,2.922,predicted,1098.8
BAT_017,300,2.9004,predicted,1098.8
BAT_017,350,2.8789,predicted,1098.8
BAT_017,400,2.8573,predicted,1098.8
BAT_017,450,2.8357,predicted,1098.8
BAT_017,500,2.8142,predicted,1098.8
BAT_017,550,2.7926,predicted,1098.8
BAT_017,600,2.7711,predicted,1098.8
BAT_017,650,2.7495,predicted,1098.8
BAT_017,700,2.728,predicted,1098.8
BAT_017,750,2.7064,predicted,1098.8
BAT_017,800,2.6848,predicted,1098.8
BAT_017,850,2.6633,predicted,1098.8
BAT_017,900,2.6417,predicted,1098.8
BAT_017,950,2.6202,predicted,1098.8
BAT_017,1000,2.5986,predicted,1098.8
BAT_017,1050,2.5771,predicted,1098.8
BAT_017,1100,2.556,predicted,1098.8
BAT_017,1150,2.556,predicted,1098.8
BAT_017,1200,2.556,predicted,1098.8
BAT_018,50,3.008,observed,1200.0
BAT_018,100,2.991,observed,1200.0
BAT_018,150,2.9791,observed,1200.0
BAT_018,200,2.9668,observed,1200.0
BAT_018,250,2.9449,predicted,1200.0
BAT_018,300,2.9225,predicted,1200.0
BAT_018,350,2.9001,predicted,1200.0
BAT_018,400,2.8778,predicted,1200.0
BAT_018,450,2.8554,predicted,1200.0
BAT_018,500,2.833,predicted,1200.0
BAT_018,550,2.8107,predicted,1200.0
BAT_018,600,2.7883,predicted,1200.0
BAT_018,650,2.766,predicted,1200.0
BAT_018,700,2.7436,predicted,1200.0
BAT_018,750,2.7212,predicted,1200.0
BAT_018,800,2.6989,predicted,1200.0
BAT_018,850,2.6765,predicted,1200.0
BAT_018,900,2.6542,predicted,1200.0
BAT_018,950,2.6318,predicted,1200.0
BAT_018,1000,2.6094,predicted,1200.0
BAT_018,1050,2.5871,predicted,1200.0
BAT_018,1100,2.5647,predicted,1200.0
BAT_018,1150,2.5424,predicted,1200.0
BAT_018,1200,2.52,predicted,1200.0
BAT_019,50,3.0168,observed,1200.0
BAT_019,100,3.0067,observed,1200.0
BAT_019,150,2.9932,observed,1200.0
BAT_019,200,2.9735,observed,1200.0
BAT_019,250,2.9526,predicted,1200.0
BAT_019,300,2.9311,predicted,1200.0
BAT_019,350,2.9097,predicted,1200.0
BAT_019,400,2.8883,predicted,1200.0
BAT_019,450,2.8669,predicted,1200.0
BAT_019,500,2.8455,predicted,1200.0
BAT_019,550,2.824,predicted,1200.0
BAT_019,600,2.8026,predicted,1200.0
BAT_019,650,2.7812,predicted,1200.0
BAT_019,700,2.7598,predicted,1200.0
BAT_019,750,2.7384,predicted,1200.0
BAT_019,800,2.717,predicted,1200.0
BAT_019,850,2.6955,predicted,1200.0
BAT_019,900,2.6741,predicted,1200.0
BAT_019,950,2.6527,predicted,1200.0
BAT_019,1000,2.6313,predicted,1200.0
BAT_019,1050,2.6099,predicted,1200.0
BAT_019,1100,2.5884,predicted,1200.0
BAT_019,1150,2.567,predicted,1200.0
BAT_019,1200,2.5456,predicted,1200.0
BAT_020,50,3.0592,observed,1200.0
BAT_020,100,3.0505,observed,1200.0
BAT_020,150,3.0309,observed,1200.0
BAT_020,200,3.0099,observed,1200.0
BAT_020,250,2.9895,predicted,1200.0
BAT_020,300,2.9686,predicted,1200.0
BAT_020,350,2.9478,predicted,1200.0
BAT_020,400,2.927,predicted,1200.0
BAT_020,450,2.9061,predicted,1200.0
BAT_020,500,2.8853,predicted,1200.0
BAT_020,550,2.8644,predicted,1200.0
BAT_020,600,2.8436,predicted,1200.0
BAT_020,650,2.8228,predicted,1200.0
BAT_020,700,2.8019,predicted,1200.0
BAT_020,750,2.7811,predicted,1200.0
BAT_020,800,2.7603,predicted,1200.0
BAT_020,850,2.7394,predicted,1200.0
BAT_020,900,2.7186,predicted,1200.0
BAT_020,950,2.6978,predicted,1200.0
BAT_020,1000,2.6769,predicted,1200.0
BAT_020,1050,2.6561,predicted,1200.0
BAT_020,1100,2.6353,predicted,1200.0
BAT_020,1150,2.6144,predicted,1200.0
BAT_020,1200,2.5936,predicted,1200.0
BAT_021,50,2.8254,observed,814.5
BAT_021,100,2.809,observed,814.5
BAT_021,150,2.7717,observed,814.5
BAT_021,200,2.7467,observed,814.5
BAT_021,250,2.7272,predicted,814.5
BAT_021,300,2.7073,predicted,814.5
BAT_021,350,2.6874,predicted,814.5
BAT_021,400,2.6675,predicted,814.5
BAT_021,450,2.6476,predicted,814.5
BAT_021,500,2.6277,predicted,814.5
BAT_021,550,2.6077,predicted,814.5
BAT_021,600,2.5878,predicted,814.5
BAT_021,650,2.5679,predicted,814.5
BAT_021,700,2.548,predicted,814.5
BAT_021,750,2.5281,predicted,814.5
BAT_021,800,2.5082,predicted,814.5
BAT_021,850,2.5024,predicted,814.5
BAT_021,900,2.5024,predicted,814.5
BAT_021,950,2.5024,predicted,814.5
BAT_021,1000,2.5024,predicted,814.5
BAT_021,1050,2.5024,predicted,814.5
BAT_021,1100,2.5024,predicted,814.5
BAT_021,1150,2.5024,predicted,814.5
BAT_021,1200,2.5024,predicted,814.5
BAT_022,50,2.8928,observed,808.2
BAT_022,100,2.8626,observed,808.2
BAT_022,150,2.8403,observed,808.2
BAT_022,200,2.8062,observed,808.2
BAT_022,250,2.7856,predicted,808.2
BAT_022,300,2.7645,predicted,808.2
BAT_022,350,2.7435,predicted,808.2
BAT_022,400,2.7224,predicted,808.2
BAT_022,450,2.7013,predicted,808.2
BAT_022,500,2.6802,predicted,808.2
BAT_022,550,2.6592,predicted,808.2
BAT_022,600,2.6381,predicted,808.2
BAT_022,650,2.617,predicted,808.2
BAT_022,700,2.596,predicted,808.2
BAT_022,750,2.5749,predicted,808.2
BAT_022,800,2.5538,predicted,808.2
BAT_022,850,2.5504,predicted,808.2
BAT_022,900,2.5504,predicted,808.2
BAT_022,950,2.5504,predicted,808.2
BAT_022,1000,2.5504,predicted,808.2
BAT_022,1050,2.5504,predicted,808.2
BAT_022,1100,2.5504,predicted,808.2
BAT_022,1150,2.5504,predicted,808.2
BAT_022,1200,2.5504,predicted,808.2
BAT_023,50,2.9384,observed,854.7
BAT_023,100,2.9152,observed,854.7
BAT_023,150,2.8908,observed,854.7
BAT_023,200,2.8605,observed,854.7
BAT_023,250,2.8405,predicted,854.7
BAT_023,300,2.8201,predicted,854.7
BAT_023,350,2.7997,predicted,854.7
BAT_023,400,2.7793,predicted,854.7
BAT_023,450,2.7589,predicted,854.7
BAT_023,500,2.7384,predicted,854.7
BAT_023,550,2.718,predicted,854.7
BAT_023,600,2.6976,predicted,854.7
BAT_023,650,2.6772,predicted,854.7
BAT_023,700,2.6568,predicted,854.7
BAT_023,750,2.6363,predicted,854.7
BAT_023,800,2.6159,predicted,854.7
BAT_023,850,2.5955,predicted,854.7
BAT_023,900,2.5936,predicted,854.7
BAT_023,950,2.5936,predicted,854.7
BAT_023,1000,2.5936,predicted,854.7
BAT_023,1050,2.5936,predicted,854.7
BAT_023,1100,2.5936,predicted,854.7
BAT_023,1150,2.5936,predicted,854.7
BAT_023,1200,2.5936,predicted,854.7
BAT_024,50,2.9257,observed,819.8
BAT_024,100,2.9108,observed,819.8
BAT_024,150,2.8824,observed,819.8
BAT_024,200,2.8663,observed,819.8
BAT_024,250,2.8408,predicted,819.8
BAT_024,300,2.8148,predicted,819.8
BAT_024,350,2.7888,predicted,819.8
BAT_024,400,2.7629,predicted,819.8
BAT_024,450,2.7369,predicted,819.8
BAT_024,500,2.7109,predicted,819.8
BAT_024,550,2.6849,predicted,819.8
BAT_024,600,2.659,predicted,819.8
BAT_024,650,2.633,predicted,819.8
BAT_024,700,2.607,predicted,819.8
BAT_024,750,2.581,predicted,819.8
BAT_024,800,2.5551,predicted,819.8
BAT_024,850,2.5448,predicted,819.8
BAT_024,900,2.5448,predicted,819.8
BAT_024,950,2.5448,predicted,819.8
BAT_024,1000,2.5448,predicted,819.8
BAT_024,1050,2.5448,predicted,819.8
BAT_024,1100,2.5448,predicted,819.8
BAT_024,1150,2.5448,predicted,819.8
BAT_024,1200,2.5448,predicted,819.8
BAT_025,50,2.8377,observed,815.3
BAT_025,100,2.8202,observed,815.3
BAT_025,150,2.7947,observed,815.3
BAT_025,200,2.7499,observed,815.3
BAT_025,250,2.7315,predicted,815.3
BAT_025,300,2.7127,predicted,815.3
BAT_025,350,2.6939,predicted,815.3
BAT_025,400,2.6752,predicted,815.3
BAT_025,450,2.6564,predicted,815.3
BAT_025,500,2.6376,predicted,815.3
BAT_025,550,2.6188,predicted,815.3
BAT_025,600,2.6,predicted,815.3
BAT_025,650,2.5813,predicted,815.3
BAT_025,700,2.5625,predicted,815.3
BAT_025,750,2.5437,predicted,815.3
BAT_025,800,2.5249,predicted,815.3
BAT_025,850,2.5192,predicted,815.3
BAT_025,900,2.5192,predicted,815.3
BAT_025,950,2.5192,predicted,815.3
BAT_025,1000,2.5192,predicted,815.3
BAT_025,1050,2.5192,predicted,815.3
BAT_025,1100,2.5192,predicted,815.3
BAT_025,1150,2.5192,predicted,815.3
BAT_025,1200,2.5192,predicted,815.3
BAT_026,50,2.7943,observed,819.9
BAT_026,100,2.7677,observed,819.9
BAT_026,150,2.7275,observed,819.9
BAT_026,200,2.6978,observed,819.9
BAT_026,250,2.6838,predicted,819.9
BAT_026,300,2.6695,predicted,819.9
BAT_026,350,2.6552,predicted,819.9
BAT_026,400,2.6409,predicted,819.9
BAT_026,450,2.6266,predicted,819.9
BAT_026,500,2.6123,predicted,819.9
BAT_026,550,2.598,predicted,819.9
BAT_026,600,2.5837,predicted,819.9
BAT_026,650,2.5694,predicted,819.9
BAT_026,700,2.5551,predicted,819.9
BAT_026,750,2.5408,predicted,819.9
BAT_026,800,2.5265,predicted,819.9
BAT_026,850,2.5208,predicted,819.9
BAT_026,900,2.5208,predicted,819.9
BAT_026,950,2.5208,predicted,819.9
BAT_026,1000,2.5208,predicted,819.9
BAT_026,1050,2.5208,predicted,819.9
BAT_026,1100,2.5208,predicted,819.9
BAT_026,1150,2.5208,predicted,819.9
BAT_026,1200,2.5208,predicted,819.9
BAT_027,50,2.8782,observed,809.4
BAT_027,100,2.8415,observed,809.4
BAT_027,150,2.8221,observed,809.4
BAT_027,200,2.7946,observed,809.4
BAT_027,250,2.7737,predicted,809.4
BAT_027,300,2.7524,predicted,809.4
BAT_027,350,2.7311,predicted,809.4
BAT_027,400,2.7097,predicted,809.4
BAT_027,450,2.6884,predicted,809.4
BAT_027,500,2.6671,predicted,809.4
BAT_027,550,2.6458,predicted,809.4
BAT_027,600,2.6245,predicted,809.4
BAT_027,650,2.6032,predicted,809.4
BAT_027,700,2.5819,predicted,809.4
BAT_027,750,2.5605,predicted,809.4
BAT_027,800,2.5392,predicted,809.4
BAT_027,850,2.5352,predicted,809.4
BAT_027,900,2.5352,predicted,809.4
BAT_027,950,2.5352,predicted,809.4
